Total files are count: 553

 file_number: 1, name: 94.JPG, class: Sadi_pridoniya_sok_vishnya, score: 78.10496687889099% 
 file_number: 285, name: 242.JPG, class: Nurofen_exressforte, score: 84.65615510940552% 

 file_number: 286, name: 128.JPG, class: Heinz_fruits_salad, score: 46.691131591796875% 

 file_number: 287, name: 79.JPG, class: Nestle_ovsyanaya_kasha, score: 26.982057094573975% 

 file_number: 288, name: photo_2020-05-11_17-12-19.jpg, class: Dolce_Albero_cake, score: 32.431626319885254% 

 file_number: 289, name: 102.JPG, class: Baryer, score: 52.93149948120117% 

 file_number: 290, name: photo_2020-05-11_17-00-08.jpg, class: MiT_Losev, score: 39.50246572494507% 

 file_number: 291, name: photo_2020-05-11_17-07-21.jpg, class: Mistral_grechka_farm, score: 75.63361525535583% 

 file_number: 292, name: 140.JPG, class: Adlin, score: 28.19710373878479% 

